gene_name	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
PTEN	0	0	0	0	1	0	0	0	0	1	1	1
PTPN4	0	1	0	0	0	0	0	0	0	1	1	1
PTPRG	0	0	0	0	1	0	0	0	0	1	1	1
PTPRN2	0	0	0	0	1	0	0	0	0	1	1	1
PTX4	0	0	0	0	1	0	0	0	0	1	1	1
PXDNL	0	0	0	0	1	0	0	0	0	1	1	1
QRICH2	0	0	0	0	1	0	0	0	0	1	1	1
QSOX1	0	0	0	0	1	0	0	0	0	1	1	1
RAB34	0	0	0	0	0	1	0	0	0	1	1	1
RAB43	0	0	0	0	1	0	0	0	0	1	1	1
RAD54B	0	0	0	0	1	0	0	0	0	1	1	1
RAG2	1	0	0	0	0	0	0	0	0	1	1	1
RANBP17	0	0	0	0	1	0	0	0	0	1	1	1
RANBP2	0	0	0	0	1	0	0	0	0	1	1	1
RANBP3L	0	0	0	0	1	0	0	0	0	1	1	1
RASA2	0	0	0	0	1	0	0	0	0	1	1	1
RASGEF1C	0	0	0	0	1	0	0	0	0	1	1	1
RASGRP1	0	0	0	0	1	0	0	0	0	1	1	1
RASGRP2	0	1	0	0	0	0	0	0	0	1	1	1
RASL10A	0	0	0	0	1	0	0	0	0	1	1	1
RBM41	0	0	0	0	1	0	0	0	0	1	1	1
RBM6	0	0	0	0	1	0	0	0	0	1	1	1
RBMXL3	0	0	0	0	1	0	0	0	0	1	1	1
RCBTB1	0	0	0	0	1	0	0	0	0	1	1	1
REG3A	0	0	0	0	1	0	0	0	0	1	1	1
REPS2	0	0	0	0	1	0	0	0	0	1	1	1
RESP18	0	0	0	0	1	0	0	0	0	1	1	1
RETREG1	0	0	0	1	0	0	0	0	0	1	1	1
REXO1	0	0	0	0	1	0	0	0	0	1	1	1
RFC1	0	0	0	0	1	0	0	0	0	1	1	1
RGS22	0	0	0	0	1	0	0	0	0	1	1	1
RHBDF1	0	0	0	0	1	0	0	0	0	1	1	1
RIF1	1	0	0	0	0	0	0	0	0	1	1	1
RIMKLA	0	0	0	0	1	0	0	0	0	1	1	1
RIMS1	0	0	0	0	0	1	0	0	0	1	1	1
RINT1	0	0	0	0	1	0	0	0	0	1	1	1
RNASE2	0	0	0	0	1	0	0	0	0	1	1	1
RNF187	1	0	0	0	0	0	0	0	0	1	1	1
RNF19A	0	0	0	1	0	0	0	0	0	1	1	1
RNF215	0	0	0	0	1	0	0	0	0	1	1	1
RNF220	0	1	0	0	0	0	0	0	0	1	1	1
RNF26	0	0	0	0	1	0	0	0	0	1	1	1
RNF32	0	0	0	0	1	0	0	0	0	1	1	1
RP1	0	0	0	0	1	0	0	0	0	1	1	1
RPGR	0	0	0	0	1	0	0	0	0	1	1	1
RPL7	0	0	0	0	1	0	0	0	0	1	1	1
RRAD	0	0	0	0	1	0	0	0	0	1	1	1
RRAGD	0	0	0	0	1	0	0	0	0	1	1	1
RSPH10B	0	0	0	0	1	0	0	0	0	1	1	1
RTL9	0	0	0	0	1	0	0	0	0	1	1	1
RTP4	0	0	0	0	1	0	0	0	0	1	1	1
RUFY3	0	0	0	0	1	0	0	0	0	1	1	1
RUNDC3B	0	0	0	0	1	0	0	0	0	1	1	1
RWDD3	0	0	0	0	1	0	0	0	0	1	1	1
SAMD14	0	0	1	0	0	0	0	0	0	1	1	1
SAMSN1	0	0	0	0	1	0	0	0	0	1	1	1
SARS2	0	0	0	0	1	0	0	0	0	1	1	1
SATL1	0	0	0	0	1	0	0	0	0	1	1	1
SBK1	0	0	0	0	1	0	0	0	0	1	1	1
SC5D	0	0	0	0	1	0	0	0	0	1	1	1
SCARA5	0	0	0	0	1	0	0	0	0	1	1	1
SCGB2A2	0	0	0	0	1	0	0	0	0	1	1	1
SCP2	0	0	0	0	1	0	0	0	0	1	1	1
SCPEP1	0	0	0	0	1	0	0	0	0	1	1	1
SCRIB	0	0	0	0	1	0	0	0	0	1	1	1
SDHA	0	0	0	0	1	0	0	0	0	1	1	1
SEC14L1	0	0	0	0	1	0	0	0	0	1	1	1
SEC24A	0	0	1	0	0	0	0	0	0	1	1	1
SECISBP2L	0	0	0	0	1	0	0	0	0	1	1	1
SEL1L3	0	0	0	0	1	0	0	0	0	1	1	1
SEMA3D	0	0	0	0	1	0	0	0	0	1	1	1
SEMA6A	0	0	0	0	1	0	0	0	0	1	1	1
SEMA6C	0	0	0	0	0	1	0	0	0	1	1	1
SERPINA1	0	0	0	0	1	0	0	0	0	1	1	1
SERPINA7	0	0	0	0	0	1	0	0	0	1	1	1
SETD1A	0	0	0	0	1	0	0	0	0	1	1	1
SETD1B	0	0	0	0	1	0	0	0	0	1	1	1
SGCB	0	0	0	0	1	0	0	0	0	1	1	1
SGCD	0	0	0	0	1	0	0	0	0	1	1	1
SGMS1	0	0	0	0	0	1	0	0	0	1	1	1
SGO1	0	0	0	1	0	0	0	0	0	1	1	1
SH2D7	0	0	0	0	1	0	0	0	0	1	1	1
SHH	0	0	0	0	1	0	0	0	0	1	1	1
SHLD2	0	0	0	0	1	0	0	0	0	1	1	1
SHROOM1	0	0	0	0	1	0	0	0	0	1	1	1
SHROOM2	0	0	0	0	1	0	0	0	0	1	1	1
SIAH1	0	0	0	0	1	0	0	0	0	1	1	1
SIAH2	0	0	0	0	0	0	0	0	1	1	1	1
SIGIRR	0	0	0	0	1	0	0	0	0	1	1	1
SIM1	0	0	0	0	0	1	0	0	0	1	1	1
SIRPB2	0	0	0	0	1	0	0	0	0	1	1	1
SIRT5	0	0	0	0	1	0	0	0	0	1	1	1
SKAP2	0	0	0	0	1	0	0	0	0	1	1	1
SLAIN1	0	0	0	0	1	0	0	0	0	1	1	1
SLC10A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC13A2	0	0	0	0	1	0	0	0	0	1	1	1
SLC13A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC15A1	0	0	0	0	1	0	0	0	0	1	1	1
SLC15A5	0	0	0	0	1	0	0	0	0	1	1	1
SLC1A5	0	0	0	0	0	0	1	0	0	1	1	1
SLC22A13	0	0	0	0	1	0	0	0	0	1	1	1
SLC25A13	0	0	0	0	1	0	0	0	0	1	1	1
SLC25A33	0	0	0	0	1	0	0	0	0	1	1	1
SLC26A2	0	0	0	0	1	0	0	0	0	1	1	1
SLC26A5	0	0	0	0	1	0	0	0	0	1	1	1
SLC28A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC29A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC30A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC35C2	0	0	0	0	1	0	0	0	0	1	1	1
SLC35E3	0	0	0	0	1	0	0	0	0	1	1	1
SLC35G1	0	0	0	0	1	0	0	0	0	1	1	1
SLC35G2	0	0	0	0	1	0	0	0	0	1	1	1
SLC37A1	0	0	0	0	1	0	0	0	0	1	1	1
SLC45A4	0	0	0	0	1	0	0	0	0	1	1	1
SLC49A3	0	0	0	0	1	0	0	0	0	1	1	1
SLC4A1AP	0	0	0	0	1	0	0	0	0	1	1	1
SLC5A9	0	0	0	0	0	1	0	0	0	1	1	1
SLC7A5	0	0	0	0	1	0	0	0	0	1	1	1
SLC8B1	0	0	0	0	1	0	0	0	0	1	1	1
SLCO5A1	0	0	0	0	0	1	0	0	0	1	1	1
SLF2	0	0	0	0	1	0	0	0	0	1	1	1
SLMAP	0	0	0	0	1	0	0	0	0	1	1	1
SMARCA2	0	0	0	0	1	0	0	0	0	1	1	1
SMARCD3	0	0	0	0	0	1	0	0	0	1	1	1
SMCHD1	0	0	0	0	1	0	0	0	0	1	1	1
SMG1	0	0	0	0	1	0	0	0	0	1	1	1
SMG6	0	0	0	0	1	0	0	0	0	1	1	1
SMTNL2	0	0	0	0	1	0	0	0	0	1	1	1
SNAPC1	1	0	0	0	0	0	0	0	0	1	1	1
SNTB2	0	0	1	0	0	0	0	0	0	1	1	1
SNX13	0	0	0	0	1	0	0	0	0	1	1	1
SNX20	0	0	0	0	1	0	0	0	0	1	1	1
SOGA1	0	0	0	0	1	0	0	0	0	1	1	1
SOS1	0	0	0	0	1	0	0	0	0	1	1	1
SP1	0	0	0	0	1	0	0	0	0	1	1	1
SP6	0	0	0	0	1	0	0	0	0	1	1	1
SPACA1	0	0	0	0	1	0	0	0	0	1	1	1
SPAG1	0	0	0	0	1	0	0	0	0	1	1	1
SPAG6	0	0	0	0	1	0	0	0	0	1	1	1
SPANXN3	0	0	0	0	1	0	0	0	0	1	1	1
SPATA1	0	0	0	0	1	0	0	0	0	1	1	1
SPATS2	0	0	0	0	1	0	0	0	0	1	1	1
SPATS2L	0	0	0	0	1	0	0	0	0	1	1	1
SPEF2	0	0	0	0	1	0	0	0	0	1	1	1
SPIN1	0	0	0	0	1	0	0	0	0	1	1	1
SPINK2	0	0	0	0	1	0	0	0	0	1	1	1
SPRTN	0	0	0	0	0	1	0	0	0	1	1	1
SPSB2	0	0	0	0	1	0	0	0	0	1	1	1
SPTB	0	0	0	0	1	0	0	0	0	1	1	1
SRM	0	1	0	0	0	0	0	0	0	1	1	1
SRP68	0	0	0	0	0	1	0	0	0	1	1	1
SRPK2	0	0	0	0	1	0	0	0	0	1	1	1
SRXN1	0	0	0	0	1	0	0	0	0	1	1	1
ST6GAL2	0	1	0	0	0	0	0	0	0	1	1	1
ST6GALNAC3	0	0	0	0	0	1	0	0	0	1	1	1
STAT5B	0	0	0	0	1	0	0	0	0	1	1	1
STEAP1	0	0	0	0	1	0	0	0	0	1	1	1
STEAP2	0	0	0	0	1	0	0	0	0	1	1	1
STK17A	0	0	0	0	1	0	0	0	0	1	1	1
STON1	0	0	0	0	1	0	0	0	0	1	1	1
STX18	0	0	0	0	1	0	0	0	0	1	1	1
STX3	0	0	0	0	1	0	0	0	0	1	1	1
STXBP5	0	0	0	0	1	0	0	0	0	1	1	1
SULT1A1	0	0	0	0	1	0	0	0	0	1	1	1
SULT1A2	0	0	0	0	1	0	0	0	0	1	1	1
SUN3	0	0	0	0	1	0	0	0	0	1	1	1
SUPT20HL2	0	0	0	0	1	0	0	0	0	1	1	1
SUSD1	0	0	0	0	1	0	0	0	0	1	1	1
SYMPK	0	1	0	0	0	0	0	0	0	1	1	1
SYNE3	0	0	0	0	1	0	0	0	0	1	1	1
SYNPO2	0	0	0	0	1	0	0	0	0	1	1	1
SYT7	0	0	0	0	1	0	0	0	0	1	1	1
TAL1	0	0	0	0	1	0	0	0	0	1	1	1
TANGO2	0	0	0	0	1	0	0	0	0	1	1	1
TAP1	0	0	0	0	1	0	0	0	0	1	1	1
TARS3	0	0	0	0	0	1	0	0	0	1	1	1
TARSL2	0	0	0	0	0	1	0	0	0	1	1	1
TAS1R3	0	0	0	0	1	0	0	0	0	1	1	1
TASOR2	0	0	0	0	1	0	0	0	0	1	1	1
TBC1D25	0	0	0	0	1	0	0	0	0	1	1	1
TBC1D5	0	0	0	0	1	0	0	0	0	1	1	1
TBXAS1	0	0	0	0	1	0	0	0	0	1	1	1
TCEAL3	0	0	0	0	1	0	0	0	0	1	1	1
TCF20	0	0	0	0	1	0	0	0	0	1	1	1
TCTEX1D1	0	0	0	0	1	0	0	0	0	1	1	1
TDP1	1	0	0	0	0	0	0	0	0	1	1	1
TDRD12	0	0	0	0	1	0	0	0	0	1	1	1
TDRD5	0	0	0	0	1	0	0	0	0	1	1	1
TECR	0	0	0	0	1	0	0	0	0	1	1	1
TENM1	0	0	0	1	0	0	0	0	0	1	1	1
TENT4A	0	0	0	0	1	0	0	0	0	1	1	1
TENT5D	0	0	0	0	1	0	0	0	0	1	1	1
TET1	0	0	0	0	1	0	0	0	0	1	1	1
TEX55	0	0	0	0	1	0	0	0	0	1	1	1
TG	0	0	0	0	1	0	0	0	0	1	1	1
TGM6	0	0	0	0	1	0	0	0	0	1	1	1
TH	0	0	0	0	1	0	0	0	0	1	1	1
THAP12	0	0	0	0	1	0	0	0	0	1	1	1
THNSL2	0	0	0	0	1	0	0	0	0	1	1	1
TIAM2	0	0	0	0	1	0	0	0	0	1	1	1
TIE1	0	0	0	0	1	0	0	0	0	1	1	1
TKT	0	0	0	0	1	0	0	0	0	1	1	1
TLCD3B	0	0	0	0	1	0	0	0	0	1	1	1
TLE6	0	0	0	0	1	0	0	0	0	1	1	1
TLK1	0	0	0	0	1	0	0	0	0	1	1	1
TLR1	0	0	0	0	1	0	0	0	0	1	1	1
TLR7	0	0	0	0	1	0	0	0	0	1	1	1
TMC6	0	0	0	0	1	0	0	0	0	1	1	1
TMEM106B	0	0	0	0	1	0	0	0	0	1	1	1
TMEM131	0	0	0	0	0	1	0	0	0	1	1	1
TMEM14A	0	1	0	0	0	0	0	0	0	1	1	1
TMEM156	0	0	0	0	1	0	0	0	0	1	1	1
TMEM210	0	0	0	0	1	0	0	0	0	1	1	1
TMEM217	0	0	0	0	1	0	0	0	0	1	1	1
TMEM232	0	0	0	0	1	0	0	0	0	1	1	1
TMEM245	0	0	0	0	1	0	0	0	0	1	1	1
TMEM246	0	0	0	0	1	0	0	0	0	1	1	1
TMEM248	0	0	0	0	1	0	0	0	0	1	1	1
TMEM260	0	0	0	0	1	0	0	0	0	1	1	1
TMEM45B	0	0	0	0	0	1	0	0	0	1	1	1
TMEM71	0	0	0	0	0	1	0	0	0	1	1	1
TMEM8A	0	0	0	0	1	0	0	0	0	1	1	1
TMUB1	0	0	0	0	1	0	0	0	0	1	1	1
TNC	0	0	0	0	1	0	0	0	0	1	1	1
TNIK	0	0	0	0	1	0	0	0	0	1	1	1
TNIP3	0	0	0	0	1	0	0	0	0	1	1	1
TNN	0	0	0	0	1	0	0	0	0	1	1	1
TNNC1	0	0	0	0	1	0	0	0	0	1	1	1
TNRC18	0	0	0	0	1	0	0	0	0	1	1	1
TNS2	0	0	0	0	1	0	0	0	0	1	1	1
TOMM20	0	0	0	0	1	0	0	0	0	1	1	1
TPGS1	0	0	0	0	1	0	0	0	0	1	1	1
TPM4	0	0	0	0	1	0	0	0	0	1	1	1
TRAM1L1	0	0	0	0	1	0	0	0	0	1	1	1
TRAPPC12	0	0	0	0	1	0	0	0	0	1	1	1
TRDN	0	0	0	0	0	0	0	1	0	1	1	1
TRHDE	0	0	0	0	1	0	0	0	0	1	1	1
TRIM27	1	0	0	0	0	0	0	0	0	1	1	1
TRIM60	0	0	0	0	1	0	0	0	0	1	1	1
TRIM9	0	0	0	0	1	0	0	0	0	1	1	1
TRIO	0	0	0	0	1	0	0	0	0	1	1	1
TRMT9B	0	0	0	0	1	0	0	0	0	1	1	1
TRPM6	0	0	0	0	1	0	0	0	0	1	1	1
TSC2	0	0	0	0	1	0	0	0	0	1	1	1
TSKS	0	0	0	0	0	0	1	0	0	1	1	1
TSPYL2	0	0	0	0	1	0	0	0	0	1	1	1
TTC26	0	0	0	0	1	0	0	0	0	1	1	1
TTC28	0	0	0	0	1	0	0	0	0	1	1	1
TTC8	0	0	0	0	0	0	0	0	1	1	1	1
TTC9	0	0	0	0	1	0	0	0	0	1	1	1
TTYH2	0	0	0	0	1	0	0	0	0	1	1	1
TUBA3C	0	0	0	0	1	0	0	0	0	1	1	1
TUBB	0	0	0	0	1	0	0	0	0	1	1	1
TWF2	0	0	0	0	1	0	0	0	0	1	1	1
TWIST1	1	0	0	0	0	0	0	0	0	1	1	1
TXNDC11	0	0	0	0	1	0	0	0	0	1	1	1
UBAC1	0	0	0	0	1	0	0	0	0	1	1	1
UBAP2L	0	0	0	0	1	0	0	0	0	1	1	1
UBE3A	0	0	0	0	0	1	0	0	0	1	1	1
UBR3	0	0	0	0	0	1	0	0	0	1	1	1
UBR4	0	0	0	0	1	0	0	0	0	1	1	1
UGT1A1	0	0	0	0	1	0	0	0	0	1	1	1
UGT3A2	0	0	0	0	1	0	0	0	0	1	1	1
UNC13C	0	0	0	0	1	0	0	0	0	1	1	1
UNC13D	0	0	0	0	1	0	0	0	0	1	1	1
UNC5D	0	0	0	0	1	0	0	0	0	1	1	1
UNC79	0	0	0	0	1	0	0	0	0	1	1	1
UNG	0	0	0	0	1	0	0	0	0	1	1	1
UPF3A	0	0	0	0	1	0	0	0	0	1	1	1
UPK1B	0	0	0	0	1	0	0	0	0	1	1	1
USP12	0	0	0	0	1	0	0	0	0	1	1	1
USP17L20	0	0	0	0	1	0	0	0	0	1	1	1
USP29	0	0	0	0	1	0	0	0	0	1	1	1
USP44	0	0	0	0	0	1	0	0	0	1	1	1
USP6	0	0	0	0	1	0	0	0	0	1	1	1
USP6NL	0	0	0	0	1	0	0	0	0	1	1	1
USP7	0	0	0	0	1	0	0	0	0	1	1	1
UXS1	0	0	0	0	1	0	0	0	0	1	1	1
VCPIP1	0	0	0	0	1	0	0	0	0	1	1	1
VEPH1	0	0	0	0	1	0	0	0	0	1	1	1
VN1R2	0	0	0	0	1	0	0	0	0	1	1	1
VPS13A	0	0	0	0	1	0	0	0	0	1	1	1
VPS52	0	0	0	0	1	0	0	0	0	1	1	1
VPS54	0	0	0	0	1	0	0	0	0	1	1	1
VSTM2A	0	0	0	0	1	0	0	0	0	1	1	1
VTN	0	0	0	0	1	0	0	0	0	1	1	1
VWA7	0	0	0	0	1	0	0	0	0	1	1	1
WASHC4	0	0	0	0	1	0	0	0	0	1	1	1
WDFY4	0	0	0	0	1	0	0	0	0	1	1	1
WDR17	0	0	0	0	1	0	0	0	0	1	1	1
WDR25	0	0	0	0	1	0	0	0	0	1	1	1
WDR4	0	0	0	0	1	0	0	0	0	1	1	1
WDR49	0	0	0	0	1	0	0	0	0	1	1	1
WDR5	0	0	0	0	1	0	0	0	0	1	1	1
WDR6	0	0	0	0	1	0	0	0	0	1	1	1
WDR72	0	0	0	0	1	0	0	0	0	1	1	1
WDR78	0	0	0	0	1	0	0	0	0	1	1	1
WDR90	1	0	0	0	0	0	0	0	0	1	1	1
WDR97	0	0	0	0	1	0	0	0	0	1	1	1
WEE1	0	0	0	0	1	0	0	0	0	1	1	1
WFDC3	0	0	0	0	0	0	0	1	0	1	1	1
WNK4	0	0	0	0	0	1	0	0	0	1	1	1
WNT5B	0	0	0	0	1	0	0	0	0	1	1	1
WRAP53	0	1	0	0	0	0	0	0	0	1	1	1
WWTR1	0	0	0	0	1	0	0	0	0	1	1	1
XIRP2	0	0	0	0	1	0	0	0	0	1	1	1
XPO1	0	0	0	0	1	0	0	0	0	1	1	1
XRCC6	0	0	0	0	1	0	0	0	0	1	1	1
YPEL2	0	0	0	0	1	0	0	0	0	1	1	1
ZADH2	0	0	0	0	1	0	0	0	0	1	1	1
ZAR1	0	0	0	0	1	0	0	0	0	1	1	1
ZBED1	0	0	0	0	1	0	0	0	0	1	1	1
ZBED9	0	0	0	0	1	0	0	0	0	1	1	1
ZBTB4	0	0	0	0	1	0	0	0	0	1	1	1
ZCCHC14	0	0	0	0	1	0	0	0	0	1	1	1
ZFP28	0	0	0	0	0	1	0	0	0	1	1	1
ZFR	0	0	0	0	1	0	0	0	0	1	1	1
ZFX	0	0	0	0	1	0	0	0	0	1	1	1
ZMYM2	0	0	0	0	0	1	0	0	0	1	1	1
ZNF106	0	0	0	1	0	0	0	0	0	1	1	1
ZNF208	1	0	0	0	0	0	0	0	0	1	1	1
ZNF212	0	0	0	0	1	0	0	0	0	1	1	1
ZNF225	0	0	0	0	1	0	0	0	0	1	1	1
ZNF230	0	0	0	0	0	1	0	0	0	1	1	1
ZNF267	0	0	0	0	1	0	0	0	0	1	1	1
ZNF316	0	0	0	0	1	0	0	0	0	1	1	1
ZNF337	0	0	0	0	1	0	0	0	0	1	1	1
ZNF343	0	0	0	0	1	0	0	0	0	1	1	1
ZNF426	0	0	0	0	1	0	0	0	0	1	1	1
ZNF43	0	0	0	0	1	0	0	0	0	1	1	1
ZNF438	0	0	0	0	1	0	0	0	0	1	1	1
ZNF479	0	0	0	0	1	0	0	0	0	1	1	1
ZNF492	0	0	0	0	1	0	0	0	0	1	1	1
ZNF519	0	0	0	0	1	0	0	0	0	1	1	1
ZNF532	0	0	0	0	1	0	0	0	0	1	1	1
ZNF578	0	0	1	0	0	0	0	0	0	1	1	1
ZNF579	0	0	0	0	1	0	0	0	0	1	1	1
ZNF585B	0	0	0	0	0	1	0	0	0	1	1	1
ZNF586	0	0	0	0	1	0	0	0	0	1	1	1
ZNF613	0	0	0	0	1	0	0	0	0	1	1	1
ZNF628	0	0	0	0	1	0	0	0	0	1	1	1
ZNF638	1	0	0	0	0	0	0	0	0	1	1	1
ZNF676	0	0	0	0	1	0	0	0	0	1	1	1
ZNF689	0	0	0	0	1	0	0	0	0	1	1	1
ZNF703	0	0	1	0	0	0	0	0	0	1	1	1
ZNF776	0	0	0	0	0	1	0	0	0	1	1	1
ZNF816	0	0	0	0	1	0	0	0	0	1	1	1
ZNF831	0	0	0	0	1	0	0	0	0	1	1	1
ZNF836	0	0	0	0	1	0	0	0	0	1	1	1
ZNF837	0	0	0	0	1	0	0	0	0	1	1	1
ZNF862	1	0	0	0	0	0	0	0	0	1	1	1
ZNF875	0	0	0	0	1	0	0	0	0	1	1	1
ZNF98	0	0	0	0	1	0	0	0	0	1	1	1
ZNF99	0	0	0	0	0	1	0	0	0	1	1	1
ZNFX1	0	1	0	0	0	0	0	0	0	1	1	1
ZP1	0	0	0	0	1	0	0	0	0	1	1	1
ZP3	0	0	0	0	1	0	0	0	0	1	1	1
ZSCAN18	0	0	0	0	1	0	0	0	0	1	1	1
ZSCAN2	0	0	0	0	1	0	0	0	0	1	1	1
ZSWIM5	1	0	0	0	0	0	0	0	0	1	1	1
ZSWIM9	0	0	1	0	0	0	0	0	0	1	1	1
ZZEF1	0	0	0	0	1	0	0	0	0	1	1	1
